id,UBX-NAV-PVT:lon,UBX-NAV-PVT:lat,UBX-NAV-PVT:height,UBX-NAV-PVT:pDOP,UBX-NAV-PVT:year,UBX-NAV-PVT:month,UBX-NAV-PVT:day,UBX-NAV-PVT:hour,UBX-NAV-PVT:min,UBX-NAV-PVT:sec
459,-17653190,537903218,250155,257,2022,11,14,14,41,1
460,-17653271,537903234,249161,257,2022,11,14,14,41,2
461,-17653198,537903297,248494,257,2022,11,14,14,41,3
462,-17653194,537903335,247733,257,2022,11,14,14,41,4
463,-17653213,537903377,246769,257,2022,11,14,14,41,5
464,-17653158,537903421,246154,257,2022,11,14,14,41,6
465,-17653202,537903478,244831,257,2022,11,14,14,41,7
466,-17653354,537903491,243437,257,2022,11,14,14,41,8
467,-17653475,537903508,242155,257,2022,11,14,14,41,9
468,-17653723,537903500,240429,257,2022,11,14,14,41,10
469,-17653791,537903495,239687,257,2022,11,14,14,41,11
470,-17653916,537903516,238333,257,2022,11,14,14,41,12
471,-17654066,537903485,237465,257,2022,11,14,14,41,13
472,-17654207,537903506,236071,257,2022,11,14,14,41,14
473,-17654315,537903544,234655,257,2022,11,14,14,41,15
474,-17654621,537903514,232890,257,2022,11,14,14,41,16
475,-17654975,537903438,231434,257,2022,11,14,14,41,17
476,-17655199,537903418,230033,257,2022,11,14,14,41,18
477,-17655406,537903441,228251,257,2022,11,14,14,41,19
478,-17655656,537903403,227032,257,2022,11,14,14,41,20
479,-17655579,537903436,226849,257,2022,11,14,14,41,21
480,-17655626,537903444,226244,257,2022,11,14,14,41,22
481,-17655667,537903499,225051,257,2022,11,14,14,41,23
482,-17655679,537903570,223879,257,2022,11,14,14,41,24
483,-17655760,537903571,223157,257,2022,11,14,14,41,25
484,-17655689,537903628,222648,257,2022,11,14,14,41,26
485,-17655788,537903609,222044,257,2022,11,14,14,41,27
486,-17655814,537903594,221818,257,2022,11,14,14,41,28
487,-17655840,537903588,221513,257,2022,11,14,14,41,29
488,-17655918,537903570,221065,257,2022,11,14,14,41,30
489,-17656096,537903558,219956,257,2022,11,14,14,41,31
490,-17656123,537903546,219752,257,2022,11,14,14,41,32
491,-17656253,537903519,219102,257,2022,11,14,14,41,33
492,-17656433,537903529,217773,257,2022,11,14,14,41,34
493,-17656612,537903486,217103,257,2022,11,14,14,41,35
494,-17656708,537903481,216458,257,2022,11,14,14,41,36
495,-17656717,537903462,216510,257,2022,11,14,14,41,37
496,-17656831,537903431,216037,257,2022,11,14,14,41,38
497,-17656911,537903420,215494,257,2022,11,14,14,41,39
498,-17657071,537903400,214590,257,2022,11,14,14,41,40
499,-17657197,537903376,213936,257,2022,11,14,14,41,41
500,-17657371,537903349,213002,257,2022,11,14,14,41,42
501,-17657589,537903321,211791,257,2022,11,14,14,41,43
502,-17657715,537903273,211399,257,2022,11,14,14,41,44
503,-17657963,537903236,210173,257,2022,11,14,14,41,45
504,-17658138,537903199,209396,257,2022,11,14,14,41,46
505,-17658351,537903163,208399,257,2022,11,14,14,41,47
506,-17658434,537903114,208375,257,2022,11,14,14,41,48
507,-17658610,537903078,207625,257,2022,11,14,14,41,49
508,-17658714,537903032,207471,257,2022,11,14,14,41,50
509,-17658780,537902986,207530,257,2022,11,14,14,41,51
510,-17658826,537902945,207627,257,2022,11,14,14,41,52
511,-17658848,537902908,207828,257,2022,11,14,14,41,53
512,-17658834,537902878,208189,257,2022,11,14,14,41,54
513,-17658786,537902855,208678,257,2022,11,14,14,41,55
514,-17658734,537902843,209073,257,2022,11,14,14,41,56
515,-17658656,537902835,209548,257,2022,11,14,14,41,57
516,-17658545,537902834,210101,257,2022,11,14,14,41,58
517,-17658435,537902833,210625,257,2022,11,14,14,41,59
518,-17658314,537902837,211159,257,2022,11,14,14,42,0
519,-17658202,537902846,211620,257,2022,11,14,14,42,1
520,-17658088,537902857,212072,257,2022,11,14,14,42,2
521,-17657981,537902864,212496,257,2022,11,14,14,42,3
522,-17657877,537902885,212744,257,2022,11,14,14,42,4
523,-17657796,537902908,212806,257,2022,11,14,14,42,5
524,-17657591,537902916,213770,257,2022,11,14,14,42,6
525,-17657519,537902947,213660,257,2022,11,14,14,42,7
526,-17657403,537902974,213916,257,2022,11,14,14,42,8
527,-17657281,537902995,214275,257,2022,11,14,14,42,9
528,-17657217,537903022,214240,257,2022,11,14,14,42,10
529,-17657116,537903047,214467,257,2022,11,14,14,42,11
530,-17657094,537903079,214165,257,2022,11,14,14,42,12
531,-17657017,537903109,214210,257,2022,11,14,14,42,13
532,-17656925,537903128,214494,257,2022,11,14,14,42,14
533,-17656828,537903147,214829,257,2022,11,14,14,42,15
534,-17656779,537903178,214761,257,2022,11,14,14,42,16
535,-17656709,537903199,214939,257,2022,11,14,14,42,17
536,-17656728,537903229,214516,257,2022,11,14,14,42,18
537,-17656662,537903244,214765,257,2022,11,14,14,42,19
538,-17656547,537903247,215397,257,2022,11,14,14,42,20
539,-17656567,537903273,215058,257,2022,11,14,14,42,21
540,-17656549,537903295,215007,257,2022,11,14,14,42,22
541,-17656525,537903312,215047,257,2022,11,14,14,42,23
542,-17656473,537903321,215301,257,2022,11,14,14,42,24
543,-17656491,537903338,215096,257,2022,11,14,14,42,25
544,-17656538,537903358,214715,257,2022,11,14,14,42,26
545,-17656518,537903367,214805,257,2022,11,14,14,42,27
546,-17656573,537903385,214353,257,2022,11,14,14,42,28
547,-17656603,537903400,214067,257,2022,11,14,14,42,29
548,-17656532,537903397,214468,257,2022,11,14,14,42,30
549,-17656545,537903403,214301,257,2022,11,14,14,42,31
550,-17656580,537903416,213950,257,2022,11,14,14,42,32
551,-17656636,537903432,213441,257,2022,11,14,14,42,33
552,-17656619,537903434,213491,257,2022,11,14,14,42,34
553,-17656738,537903457,212493,257,2022,11,14,14,42,35
554,-17656834,537903475,211703,257,2022,11,14,14,42,36
555,-17656882,537903485,211298,257,2022,11,14,14,42,37
556,-17656967,537903502,210624,257,2022,11,14,14,42,38
557,-17657029,537903512,210241,257,2022,11,14,14,42,39
558,-17657104,537903524,209782,257,2022,11,14,14,42,40
559,-17657151,537903533,209495,257,2022,11,14,14,42,41
560,-17657144,537903533,209567,257,2022,11,14,14,42,42
561,-17657231,537903549,208918,257,2022,11,14,14,42,43
562,-17657165,537903543,209393,257,2022,11,14,14,42,44
563,-17657160,537903545,209400,257,2022,11,14,14,42,45
564,-17657157,537903548,209393,257,2022,11,14,14,42,46
565,-17657134,537903546,209525,257,2022,11,14,14,42,47
566,-17657177,537903560,209090,257,2022,11,14,14,42,49
567,-17657267,537903578,208381,257,2022,11,14,14,42,50
568,-17657327,537903588,207911,257,2022,11,14,14,42,51
569,-17657422,537903595,207301,257,2022,11,14,14,42,52
570,-17657362,537903618,207358,257,2022,11,14,14,42,53
571,-17657441,537903601,207111,256,2022,11,14,14,42,54
572,-17657633,537903588,206252,256,2022,11,14,14,42,55
573,-17657622,537903614,206041,256,2022,11,14,14,42,56
574,-17657670,537903655,205328,256,2022,11,14,14,42,57
575,-17657556,537903666,205841,256,2022,11,14,14,42,58
576,-17657590,537903684,205430,256,2022,11,14,14,42,59
577,-17657658,537903693,204947,256,2022,11,14,14,43,0
578,-17657688,537903705,204664,256,2022,11,14,14,43,1
579,-17657678,537903711,204655,256,2022,11,14,14,43,2
580,-17657688,537903733,204335,256,2022,11,14,14,43,3
581,-17657693,537903754,204043,256,2022,11,14,14,43,4
582,-17657613,537903771,204269,256,2022,11,14,14,43,5
583,-17657522,537903775,204703,256,2022,11,14,14,43,6
584,-17657392,537903768,205440,256,2022,11,14,14,43,7
585,-17657139,537903744,207039,256,2022,11,14,14,43,8
586,-17657098,537903744,207206,256,2022,11,14,14,43,9
587,-17657105,537903752,207048,256,2022,11,14,14,43,10
588,-17657063,537903756,207180,256,2022,11,14,14,43,11
589,-17657014,537903763,207335,256,2022,11,14,14,43,12
590,-17657047,537903779,206940,256,2022,11,14,14,43,13
591,-17657135,537903797,206272,256,2022,11,14,14,43,14
592,-17657223,537903815,205616,256,2022,11,14,14,43,15
593,-17657197,537903819,205751,256,2022,11,14,14,43,16
594,-17657171,537903819,205915,256,2022,11,14,14,43,17
595,-17657239,537903836,205400,256,2022,11,14,14,43,20
596,-17657384,537903862,204358,256,2022,11,14,14,43,21
597,-17657448,537903877,203822,256,2022,11,14,14,43,23
598,-17657471,537903876,203684,256,2022,11,14,14,43,24
599,-17657529,537903864,203472,256,2022,11,14,14,43,25
600,-17657622,537903853,203073,256,2022,11,14,14,43,26
601,-17657672,537903838,202954,256,2022,11,14,14,43,27
602,-17657731,537903824,202777,256,2022,11,14,14,43,28
603,-17657810,537903814,202454,256,2022,11,14,14,43,29
604,-17657911,537903791,202189,256,2022,11,14,14,43,30
605,-17658024,537903766,201878,256,2022,11,14,14,43,31
606,-17658138,537903752,201455,256,2022,11,14,14,43,32
607,-17658258,537903729,201081,256,2022,11,14,14,43,33
608,-17658358,537903711,200764,256,2022,11,14,14,43,34
609,-17658302,537903673,201528,3535,2022,11,14,14,43,35
610,-17658329,537903665,201475,3535,2022,11,14,14,43,36
611,-17658355,537903655,201441,256,2022,11,14,14,43,37
612,-17658379,537903645,201413,256,2022,11,14,14,43,38
613,-17658402,537903635,201392,3535,2022,11,14,14,43,39
614,-17658420,537903625,201380,3535,2022,11,14,14,43,40
615,-17658439,537903616,201366,3535,2022,11,14,14,43,41
616,-17658504,537903610,201090,256,2022,11,14,14,43,42
617,-17658556,537903603,200830,256,2022,11,14,14,43,43
618,-17658599,537903597,200650,256,2022,11,14,14,43,44
619,-17658629,537903590,200541,256,2022,11,14,14,43,45
620,-17658651,537903583,200465,256,2022,11,14,14,43,46
621,-17658665,537903577,200486,256,2022,11,14,14,43,47
622,-17658661,537903564,200600,256,2022,11,14,14,43,48
623,-17658647,537903554,200696,256,2022,11,14,14,43,49
624,-17658634,537903544,200833,256,2022,11,14,14,43,50
625,-17658618,537903535,201002,256,2022,11,14,14,43,51
626,-17658598,537903526,201170,256,2022,11,14,14,43,52
627,-17658571,537903514,201373,256,2022,11,14,14,43,53
628,-17658551,537903503,201566,256,2022,11,14,14,43,54
629,-17658529,537903494,201770,256,2022,11,14,14,43,55
630,-17658513,537903486,201948,256,2022,11,14,14,43,56
631,-17658497,537903477,202148,256,2022,11,14,14,43,57
632,-17658470,537903468,202395,256,2022,11,14,14,43,58
633,-17658444,537903458,202640,256,2022,11,14,14,43,59
634,-17658409,537903447,202941,256,2022,11,14,14,44,0
635,-17658379,537903438,203206,256,2022,11,14,14,44,1
636,-17658351,537903432,203446,256,2022,11,14,14,44,2
637,-17658312,537903419,203790,256,2022,11,14,14,44,3
638,-17658276,537903409,204106,256,2022,11,14,14,44,4
639,-17658228,537903396,204477,256,2022,11,14,14,44,5
640,-17658203,537903389,204700,256,2022,11,14,14,44,6
641,-17658184,537903383,204866,256,2022,11,14,14,44,7
642,-17658155,537903380,205034,256,2022,11,14,14,44,8
643,-17658140,537903375,205155,256,2022,11,14,14,44,9
644,-17658137,537903374,205263,256,2022,11,14,14,44,10
645,-17658124,537903372,205343,256,2022,11,14,14,44,11
646,-17658119,537903369,205410,256,2022,11,14,14,44,12
647,-17658101,537903366,205526,3535,2022,11,14,14,44,13
648,-17658096,537903364,205554,256,2022,11,14,14,44,14
649,-17658086,537903361,205576,3535,2022,11,14,14,44,15
650,-17658084,537903356,205595,3535,2022,11,14,14,44,16
651,-17658077,537903352,205615,3535,2022,11,14,14,44,17
652,-17658032,537903346,205892,256,2022,11,14,14,44,18
653,-17658025,537903347,205903,256,2022,11,14,14,44,19
654,-17658022,537903347,205908,256,2022,11,14,14,44,20
655,-17658064,537903357,205602,256,2022,11,14,14,44,21
656,-17658069,537903356,205600,256,2022,11,14,14,44,22
657,-17658068,537903359,205599,256,2022,11,14,14,44,23
658,-17658034,537903355,205839,256,2022,11,14,14,44,24
659,-17658031,537903358,205843,256,2022,11,14,14,44,25
660,-17658026,537903363,205850,256,2022,11,14,14,44,26
661,-17658010,537903364,205947,256,2022,11,14,14,44,27
662,-17658000,537903370,205960,256,2022,11,14,14,44,28
663,-17657986,537903377,205972,256,2022,11,14,14,44,29
664,-17657949,537903393,205993,3535,2022,11,14,14,44,30
665,-17657914,537903409,206010,3535,2022,11,14,14,44,31
666,-17657888,537903430,205949,256,2022,11,14,14,44,32
667,-17657867,537903452,205856,256,2022,11,14,14,44,33
668,-17657835,537903466,205801,256,2022,11,14,14,44,34
669,-17657798,537903486,205762,256,2022,11,14,14,44,35
670,-17657759,537903508,205720,256,2022,11,14,14,44,36
671,-17657724,537903530,205660,256,2022,11,14,14,44,37
672,-17657701,537903548,205612,256,2022,11,14,14,44,38
673,-17657680,537903564,205563,256,2022,11,14,14,44,39
674,-17657667,537903574,205530,256,2022,11,14,14,44,40
675,-17657649,537903585,205520,256,2022,11,14,14,44,41
676,-17657638,537903592,205544,256,2022,11,14,14,44,42
677,-17657628,537903598,205595,256,2022,11,14,14,44,43
678,-17657621,537903599,205672,256,2022,11,14,14,44,44
679,-17657615,537903595,205781,256,2022,11,14,14,44,45
680,-17657616,537903595,205844,256,2022,11,14,14,44,46
681,-17657619,537903591,205945,256,2022,11,14,14,44,47
682,-17657637,537903587,205971,256,2022,11,14,14,44,48
683,-17657649,537903589,205971,256,2022,11,14,14,44,49
684,-17657648,537903588,206064,256,2022,11,14,14,44,50
685,-17657648,537903591,206128,256,2022,11,14,14,44,51
686,-17657649,537903597,206152,256,2022,11,14,14,44,52
687,-17657644,537903604,206185,256,2022,11,14,14,44,53
688,-17657641,537903610,206233,256,2022,11,14,14,44,54
689,-17657653,537903619,206201,256,2022,11,14,14,44,55
690,-17657629,537903624,206378,256,2022,11,14,14,44,56
691,-17657614,537903632,206496,256,2022,11,14,14,44,57
692,-17657594,537903637,206653,256,2022,11,14,14,44,58
693,-17657568,537903643,206841,256,2022,11,14,14,44,59
694,-17657549,537903646,207005,256,2022,11,14,14,45,0
695,-17657559,537903666,207196,256,2022,11,14,14,45,1
696,-17657569,537903690,207298,256,2022,11,14,14,45,2
697,-17657559,537903712,207520,256,2022,11,14,14,45,3
698,-17657540,537903730,207854,256,2022,11,14,14,45,4
699,-17657537,537903749,208068,255,2022,11,14,14,45,5
700,-17657486,537903764,208520,255,2022,11,14,14,45,6
701,-17657425,537903782,208962,255,2022,11,14,14,45,7
702,-17657474,537903816,208690,3535,2022,11,14,14,45,8
703,-17657464,537903848,208752,3535,2022,11,14,14,45,9
704,-17657438,537903881,208870,3535,2022,11,14,14,45,10
705,-17657407,537903915,208993,255,2022,11,14,14,45,11
706,-17657358,537903950,209192,255,2022,11,14,14,45,12
707,-17657325,537903979,209359,255,2022,11,14,14,45,13
708,-17657294,537904003,209544,255,2022,11,14,14,45,14
709,-17657268,537904025,209671,255,2022,11,14,14,45,15
710,-17657228,537904042,209873,255,2022,11,14,14,45,16
711,-17657171,537904059,210108,255,2022,11,14,14,45,17
712,-17657157,537904088,210016,255,2022,11,14,14,45,18
713,-17657144,537904114,209925,255,2022,11,14,14,45,19
714,-17657133,537904133,209850,255,2022,11,14,14,45,20
715,-17657104,537904150,209857,255,2022,11,14,14,45,21
716,-17657115,537904169,209633,255,2022,11,14,14,45,22
717,-17657157,537904201,209122,255,2022,11,14,14,45,23
718,-17657179,537904224,208788,255,2022,11,14,14,45,24
719,-17657132,537904235,208887,255,2022,11,14,14,45,25
720,-17657064,537904237,209138,255,2022,11,14,14,45,26
721,-17656962,537904230,209682,255,2022,11,14,14,45,27
722,-17656826,537904218,210426,255,2022,11,14,14,45,28
723,-17656590,537904189,211854,255,2022,11,14,14,45,29
724,-17656541,537904188,212085,255,2022,11,14,14,45,30
725,-17656483,537904184,212375,255,2022,11,14,14,45,31
726,-17656425,537904180,212635,255,2022,11,14,14,45,32
727,-17656341,537904173,213040,255,2022,11,14,14,45,33
728,-17656240,537904167,213539,255,2022,11,14,14,45,34
729,-17656162,537904164,213893,255,2022,11,14,14,45,35
730,-17656097,537904170,214061,255,2022,11,14,14,45,36
731,-17655938,537904163,214866,255,2022,11,14,14,45,37
732,-17655857,537904166,215176,255,2022,11,14,14,45,38
733,-17655685,537904160,216092,255,2022,11,14,14,45,39
734,-17656047,537904213,213532,3536,2022,11,14,14,45,40
735,-17656034,537904240,213222,255,2022,11,14,14,45,41
736,-17656005,537904265,212991,255,2022,11,14,14,45,42
737,-17655958,537904298,212780,255,2022,11,14,14,45,43
738,-17655919,537904330,212550,255,2022,11,14,14,45,44
739,-17655896,537904364,212251,255,2022,11,14,14,45,45
740,-17655879,537904398,211917,3536,2022,11,14,14,45,46
741,-17655864,537904430,211585,255,2022,11,14,14,45,47
742,-17655868,537904449,211264,255,2022,11,14,14,45,48
743,-17655881,537904461,210964,255,2022,11,14,14,45,49
744,-17655915,537904463,210661,255,2022,11,14,14,45,50
745,-17655954,537904464,210354,255,2022,11,14,14,45,51
746,-17655969,537904453,210240,255,2022,11,14,14,45,52
747,-17656011,537904435,210079,255,2022,11,14,14,45,53
748,-17656060,537904416,209909,255,2022,11,14,14,45,54
749,-17656144,537904396,209607,255,2022,11,14,14,45,55
750,-17656218,537904367,209531,255,2022,11,14,14,45,56
751,-17656321,537904351,209124,255,2022,11,14,14,45,57
752,-17656409,537904333,208749,255,2022,11,14,14,45,58
753,-17656367,537904311,208749,255,2022,11,14,14,45,59
754,-17656409,537904313,208264,255,2022,11,14,14,46,0
755,-17656404,537904298,208008,255,2022,11,14,14,46,1
756,-17656428,537904282,207277,255,2022,11,14,14,46,2
757,-17656377,537904247,206881,255,2022,11,14,14,46,3
758,-17656417,537904219,205735,255,2022,11,14,14,46,4
759,-17656333,537904177,205601,255,2022,11,14,14,46,5
760,-17656339,537904161,204949,255,2022,11,14,14,46,6
761,-17656339,537904145,204454,255,2022,11,14,14,46,7
762,-17656426,537904141,203417,255,2022,11,14,14,46,8
763,-17656389,537904120,203315,255,2022,11,14,14,46,9
764,-17656405,537904109,202840,255,2022,11,14,14,46,10
765,-17656423,537904101,202424,255,2022,11,14,14,46,11
766,-17656566,537904111,201162,255,2022,11,14,14,46,12
767,-17656609,537904108,200640,255,2022,11,14,14,46,13
768,-17656611,537904100,200431,255,2022,11,14,14,46,14
769,-17656611,537904091,200261,255,2022,11,14,14,46,15
770,-17656644,537904087,199927,255,2022,11,14,14,46,16
771,-17656616,537904075,200040,255,2022,11,14,14,46,17
772,-17656658,537904076,199711,255,2022,11,14,14,46,18
773,-17656614,537904063,200040,255,2022,11,14,14,46,19
774,-17656711,537904075,199381,255,2022,11,14,14,46,20
775,-17656670,537904067,199733,255,2022,11,14,14,46,21
776,-17656682,537904067,199710,255,2022,11,14,14,46,22
777,-17656766,537904078,199241,255,2022,11,14,14,46,23
778,-17656850,537904089,198775,255,2022,11,14,14,46,24
779,-17656980,537904102,197964,255,2022,11,14,14,46,25
780,-17657002,537904099,197866,255,2022,11,14,14,46,26
781,-17657082,537904106,197308,255,2022,11,14,14,46,27
782,-17657250,537904130,196129,255,2022,11,14,14,46,28
783,-17657083,537904102,197238,255,2022,11,14,14,46,29
784,-17657006,537904088,197717,3537,2022,11,14,14,46,30
785,-17657043,537904091,197451,3537,2022,11,14,14,46,31
786,-17657087,537904096,197197,255,2022,11,14,14,46,32
787,-17657146,537904105,196846,255,2022,11,14,14,46,33
788,-17657198,537904112,196519,255,2022,11,14,14,46,34
789,-17657234,537904117,196323,255,2022,11,14,14,46,35
790,-17657278,537904128,196098,255,2022,11,14,14,46,36
791,-17657326,537904137,195887,255,2022,11,14,14,46,37
792,-17657366,537904145,195771,255,2022,11,14,14,46,38
793,-17657376,537904149,195832,255,2022,11,14,14,46,39
794,-17657409,537904160,195743,255,2022,11,14,14,46,40
795,-17657455,537904175,195577,255,2022,11,14,14,46,41
796,-17657468,537904186,195599,255,2022,11,14,14,46,42
797,-17657495,537904201,195511,255,2022,11,14,14,46,43
798,-17657515,537904214,195477,255,2022,11,14,14,46,44
799,-17657485,537904219,195669,255,2022,11,14,14,46,45
800,-17657350,537904240,195979,255,2022,11,14,14,46,46
801,-17657371,537904264,195817,255,2022,11,14,14,46,47
802,-17657420,537904318,195455,255,2022,11,14,14,46,48
803,-17657243,537904388,196209,255,2022,11,14,14,46,49
804,-17657145,537904469,196801,255,2022,11,14,14,46,50
805,-17657211,537904516,197164,255,2022,11,14,14,46,51
806,-17657094,537904567,198543,255,2022,11,14,14,46,52
807,-17657040,537904603,199426,255,2022,11,14,14,46,53
808,-17656999,537904649,200046,255,2022,11,14,14,46,54
809,-17656923,537904703,200608,255,2022,11,14,14,46,55
810,-17656769,537904732,201816,255,2022,11,14,14,46,56
811,-17656503,537904750,203651,255,2022,11,14,14,46,57
812,-17656487,537904789,203805,255,2022,11,14,14,46,58
813,-17656355,537904811,204747,255,2022,11,14,14,46,59
814,-17656474,537904791,204793,255,2022,11,14,14,47,0
815,-17656265,537904826,205922,255,2022,11,14,14,47,1
816,-17656159,537904848,206632,255,2022,11,14,14,47,2
817,-17656010,537904851,207490,255,2022,11,14,14,47,3
818,-17655939,537904875,207710,255,2022,11,14,14,47,4
819,-17655898,537904883,207949,255,2022,11,14,14,47,5
820,-17655873,537904869,208329,255,2022,11,14,14,47,6
821,-17655854,537904875,208481,255,2022,11,14,14,47,7
822,-17655885,537904864,208581,255,2022,11,14,14,47,8
823,-17655813,537904864,209054,255,2022,11,14,14,47,9
824,-17655903,537904881,208549,255,2022,11,14,14,47,10
825,-17656084,537904907,207482,255,2022,11,14,14,47,11
826,-17656043,537904911,207734,255,2022,11,14,14,47,12
827,-17655979,537904911,208141,255,2022,11,14,14,47,13
828,-17655738,537904889,209654,255,2022,11,14,14,47,14
829,-17655738,537904891,209707,255,2022,11,14,14,47,15
830,-17655677,537904883,210173,255,2022,11,14,14,47,16
831,-17655651,537904878,210442,255,2022,11,14,14,47,17
832,-17655674,537904866,210519,255,2022,11,14,14,47,18
833,-17655633,537904840,211082,255,2022,11,14,14,47,19
834,-17655650,537904818,211298,255,2022,11,14,14,47,20
835,-17655657,537904790,211639,255,2022,11,14,14,47,21
836,-17655823,537904771,211094,255,2022,11,14,14,47,22
837,-17655834,537904739,211464,255,2022,11,14,14,47,23
838,-17655766,537904696,212339,255,2022,11,14,14,47,24
839,-17655978,537904687,211454,255,2022,11,14,14,47,25
840,-17656119,537904673,210999,255,2022,11,14,14,47,26
841,-17656132,537904642,211345,255,2022,11,14,14,47,27
842,-17656151,537904611,211641,255,2022,11,14,14,47,28
843,-17656234,537904589,211503,255,2022,11,14,14,47,29
844,-17656507,537904594,210099,3541,2022,11,14,14,47,30
845,-17656570,537904577,210008,255,2022,11,14,14,47,31
846,-17656625,537904561,209929,255,2022,11,14,14,47,32
847,-17656713,537904553,209581,255,2022,11,14,14,47,33
848,-17656752,537904541,209515,255,2022,11,14,14,47,34
849,-17656777,537904531,209455,255,2022,11,14,14,47,35
850,-17656810,537904524,209311,255,2022,11,14,14,47,36
851,-17656823,537904518,209255,255,2022,11,14,14,47,37
852,-17656829,537904513,209209,255,2022,11,14,14,47,38
853,-17656839,537904510,209107,254,2022,11,14,14,47,39
854,-17656834,537904509,209085,254,2022,11,14,14,47,40
855,-17656825,537904511,209066,254,2022,11,14,14,47,41
856,-17656802,537904518,209036,3541,2022,11,14,14,47,42
857,-17656785,537904523,209012,3541,2022,11,14,14,47,43
858,-17656757,537904527,208986,3541,2022,11,14,14,47,44
859,-17656742,537904526,208943,3542,2022,11,14,14,47,45
860,-17656721,537904523,208896,3542,2022,11,14,14,47,46
861,-17656719,537904510,208852,3542,2022,11,14,14,47,47
862,-17656696,537904506,208799,254,2022,11,14,14,47,48
863,-17656694,537904505,208633,254,2022,11,14,14,47,49
864,-17656604,537904531,208582,254,2022,11,14,14,47,50
865,-17656524,537904553,208537,254,2022,11,14,14,47,51
866,-17656555,537904562,208135,254,2022,11,14,14,47,52
867,-17656500,537904575,208101,254,2022,11,14,14,47,53
868,-17656502,537904562,208060,254,2022,11,14,14,47,54
869,-17656449,537904575,208013,3542,2022,11,14,14,47,55
870,-17656393,537904599,207893,254,2022,11,14,14,47,56
871,-17656337,537904627,207757,254,2022,11,14,14,47,57
872,-17656268,537904662,207609,254,2022,11,14,14,47,58
873,-17656244,537904674,207519,254,2022,11,14,14,47,59
874,-17656239,537904677,207443,254,2022,11,14,14,48,0
875,-17656212,537904690,207380,254,2022,11,14,14,48,1
876,-17656167,537904700,207364,254,2022,11,14,14,48,2
877,-17656119,537904708,207367,254,2022,11,14,14,48,3
878,-17656149,537904684,207375,254,2022,11,14,14,48,4
879,-17656132,537904678,207401,254,2022,11,14,14,48,5
880,-17656096,537904681,207460,254,2022,11,14,14,48,6
881,-17656045,537904683,207567,254,2022,11,14,14,48,7
882,-17655997,537904682,207674,254,2022,11,14,14,48,8
883,-17655952,537904681,207765,254,2022,11,14,14,48,9
884,-17655897,537904686,207813,254,2022,11,14,14,48,10
885,-17655873,537904689,207783,254,2022,11,14,14,48,11
886,-17655843,537904687,207762,254,2022,11,14,14,48,12
887,-17655818,537904683,207751,254,2022,11,14,14,48,13
888,-17655814,537904675,207695,254,2022,11,14,14,48,14
889,-17655803,537904665,207696,254,2022,11,14,14,48,15
890,-17655811,537904657,207634,254,2022,11,14,14,48,16
891,-17655810,537904646,207634,254,2022,11,14,14,48,17
892,-17655815,537904635,207601,254,2022,11,14,14,48,18
893,-17655822,537904623,207590,254,2022,11,14,14,48,19
894,-17655821,537904610,207615,254,2022,11,14,14,48,20
895,-17655844,537904602,207512,254,2022,11,14,14,48,21
896,-17655837,537904590,207588,254,2022,11,14,14,48,22
897,-17655842,537904578,207607,254,2022,11,14,14,48,23
898,-17655845,537904572,207564,254,2022,11,14,14,48,24
899,-17655847,537904564,207561,254,2022,11,14,14,48,25
900,-17655853,537904559,207525,254,2022,11,14,14,48,26
901,-17655855,537904556,207491,254,2022,11,14,14,48,27
902,-17655875,537904556,207356,254,2022,11,14,14,48,28
903,-17655859,537904553,207411,254,2022,11,14,14,48,29
904,-17655901,537904558,207125,254,2022,11,14,14,48,30
905,-17655877,537904554,207233,254,2022,11,14,14,48,31
906,-17655893,537904557,207103,254,2022,11,14,14,48,32
907,-17655902,537904561,207015,254,2022,11,14,14,48,33
908,-17655919,537904566,206886,254,2022,11,14,14,48,34
909,-17655937,537904572,206720,254,2022,11,14,14,48,35
910,-17655950,537904574,206633,254,2022,11,14,14,48,36
911,-17655894,537904564,206953,254,2022,11,14,14,48,37
912,-17655869,537904557,207108,254,2022,11,14,14,48,38
913,-17655835,537904548,207357,254,2022,11,14,14,48,39
914,-17655830,537904544,207426,254,2022,11,14,14,48,40
915,-17655807,537904539,207587,254,2022,11,14,14,48,41
916,-17655788,537904528,207786,254,2022,11,14,14,48,42
917,-17655747,537904516,208102,254,2022,11,14,14,48,43
918,-17655762,537904513,208081,254,2022,11,14,14,48,44
919,-17655772,537904504,208142,254,2022,11,14,14,48,45
920,-17655801,537904503,208046,254,2022,11,14,14,48,46
921,-17655811,537904501,208115,254,2022,11,14,14,48,47
922,-17655849,537904506,208012,254,2022,11,14,14,48,48
923,-17655867,537904506,208055,254,2022,11,14,14,48,49
924,-17655951,537904522,207628,254,2022,11,14,14,48,50
925,-17656066,537904547,207006,254,2022,11,14,14,48,51
926,-17656106,537904564,206866,254,2022,11,14,14,48,52
927,-17656080,537904572,207076,254,2022,11,14,14,48,53
928,-17656131,537904591,206826,254,2022,11,14,14,48,54
929,-17656114,537904601,206936,254,2022,11,14,14,48,55
930,-17656145,537904615,206746,254,2022,11,14,14,48,56
931,-17655942,537904601,207933,254,2022,11,14,14,48,57
932,-17656028,537904602,207569,254,2022,11,14,14,48,58
933,-17655915,537904606,208145,254,2022,11,14,14,48,59
934,-17655932,537904601,208151,254,2022,11,14,14,49,0
